Muhasebe Dönemi,Fatura Abone Grubu,ETSO Kodu,Terim,AG/OG,TekZaman/Üç Zaman,Son Ödeme Tarihi,Fatura İptal Mi?,Fatura İptal Muhasebe Tarihi,T0 Kwh,Trafo Kaybı T0 Kwh,Ek Tüketim T0 Kwh,Toplam Kwh,Enerji Bedeli Toplam,Toplam Dağıtım Bedeli,Reaktif Bedel,Trafo Kaybı Bedeli (Gece+Gündüz+Puant),Trafo Kaybı Bedeli (Aktif),Güç Bedeli,Güç Aşım Bedeli,Enerji Fonu,Trt Bedeli ,Btv Bedeli,Fiyat Farkı,Kesme Açma Bedeli,Kurye Bedeli,Düzeltme Tutarı,KDV Matrahı,Kdv,Fatura Tutarı,İlk Okuma Tarihi,Son Okuma Tarihi,Tahakkuk Gün Sayısı,T0 İlk Endeks,T0 Son Endeks,T1 İlk Endeks,T1 Son Endeks,T2 İlk Endeks,T2 Son Endeks,T3 İlk Endeks,T3 Son Endeks,Induktif İlk Endeks,Induktif Son Endeks,Kapasitif İlk Endeks,Kapasitif Son Endeks,Tahakkuk Çarpanı,T0 Kwh,T1 Kwh,T2 Kwh,T3 Kwh,Reaktif Induktif Kwh,Reaktif Kapasitif Kwh,Demant,Fatura Döngü Kodu,Fatura Döngü Adı,Fatura Tamamlanma Tarihi,Fatura Tarihi
202511,Kamu/Özel Sektör ve Diğer,40ZTEST000000031,Tek Terimli,AG,Tek Zamanlı,10-12-25,Hayır,,"3,849.24",0.00,0.00,"3,849.24","12,417.45","7,226.61",0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.87,0.00,0.00,0.00,,"20,264.93","4,052.99","24,125.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,"179,163.80","183,013.04","106,400.32","108,931.69","39,720.18","40,753.80","33,043.29","33,327.55","12,314.79","12,468.97","25,694.04","25,865.40",1.00,"3,849.24","2,531.37","1,033.62",284.25,154.18,171.36,13.22,SD03,PTF+YEKDEM,04-12-2025,30-11-2025
202511,Kamu/Özel Sektör ve Diğer,40ZTEST000000032,Tek Terimli,AG,Tek Zamanlı,10-12-25,Hayır,,"6,025.84",0.00,0.00,"6,025.84","19,114.39","11,312.97","3,637.84",0.00,0.00,0.00,0.00,0.00,0.00,955.72,0.00,0.00,0.00,,"35,020.92","7,004.18","41,695.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,"6,484.34","6,634.98","3,949.09","4,044.09","1,033.94","1,055.08","1,501.31","1,535.82",894.00,928.38,242.47,245.43,40.00,"6,025.84","3,799.88",845.80,"1,380.16","1,375.12",118.20,50.24,SD03,PTF+YEKDEM,04-12-2025,30-11-2025
202511,Sanayi Tarifesi,40ZTEST000000001,Çift Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"334,484.40",0.00,0.00,"334,484.40","1,080,969.96","271,131.38",0.00,0.00,0.00,"58,186.17",0.00,0.00,0.00,"10,809.70",0.00,0.00,0.00,,"1,421,097.21","284,219.44","1,590,855.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,"23,316.16","23,413.11","9,979.78","10,023.66","7,562.91","7,583.16","5,773.48","5,806.29","4,236.53","4,237.79","2,533.35","2,533.69","3,450.00","334,484.40","151,396.35","69,869.40","113,218.65","4,367.70","1,204.05",531.30,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,05-12-2025,30-11-2025
202511,Sanayi Tarifesi,40ZTEST000000033,Çift Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"23,396.18",0.00,0.00,"23,396.18","76,734.40","18,964.82",0.00,0.00,0.00,"8,081.41",0.00,0.00,0.00,767.34,0.00,0.00,0.00,,"104,547.97","20,909.59","124,465.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,"5,952.44","5,966.00","3,586.40","3,588.56","1,172.79","1,176.86","1,193.25","1,200.58",629.87,630.98,479.68,479.71,"1,725.00","23,396.18","3,726.00","7,020.75","12,649.43","1,916.48",60.38,141.45,SD03,PTF+YEKDEM,05-12-2025,30-11-2025
202511,Sanayi Tarifesi (Ek),40ZTEST000000001,Çift Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"-65,800.13",0.00,"-65,800.13","-65,800.13","-188,020.57","-53,337.25",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,880.21",0.00,0.00,0.00,,"-243,238.03","-48,647.61","1,590,855.00",,,,,,,,,,,,,,,,"3,450.00","-65,800.13",0.00,0.00,0.00,0.00,0.00,0.00,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,05-12-2025,30-11-2025
202512,Boş,40ZTEST000000034,,AG,Tek Zamanlı,10-12-25,Hayır,,0.00,0.00,0.00,0.00,221.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.06,0.00,0.00,0.00,,232.36,46.47,"9,845.00",,,,,,,,,,,,,,,,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,SD03,PTF+YEKDEM,08-12-2025,08-12-2025
202512,Boş,40ZTEST000000035,,AG,Tek Zamanlı,10-12-25,Hayır,,0.00,0.00,0.00,0.00,"2,454.39",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.72,0.00,0.00,0.00,,"2,577.11",515.42,"111,290.00",,,,,,,,,,,,,,,,"1,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,SD03,PTF+YEKDEM,08-12-2025,08-12-2025
202512,Boş,40ZTEST000000036,,OG,Tek Zamanlı,10-12-25,Hayır,,0.00,0.00,0.00,0.00,161.27,"123,742.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00,0.00,,"123,905.80","24,781.16","2,835,650.00",,,,,,,,,,,,,,,,"2,070.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,10-12-2025,10-12-2025
202512,Boş,40ZTEST000000037,,OG,Tek Zamanlı,10-12-25,Hayır,,0.00,0.00,0.00,0.00,-7.31,"32,959.83",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,,"32,952.45","6,590.49","172,590.00",,,,,,,,,,,,,,,,"3,450.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,10-12-2025,10-12-2025
202512,Kamu/Özel Sektör ve Diğer,40ZTEST000000034,Tek Terimli,AG,Tek Zamanlı,10-12-25,Hayır,,"1,586.00",0.00,0.00,"1,586.00","4,816.81","2,977.57",0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.84,0.00,0.00,0.00,,"8,035.22","1,607.04","9,845.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,9.73,11.31,9.73,11.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","1,586.00","1,586.00",0.00,0.00,0.00,0.00,0.00,SD03,PTF+YEKDEM,08-12-2025,08-12-2025
202512,Kamu/Özel Sektör ve Diğer,40ZTEST000000035,Tek Terimli,AG,Tek Zamanlı,10-12-25,Hayır,,"17,943.00",0.00,0.00,"17,943.00","54,490.14","33,686.37",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,724.51",0.00,0.00,0.00,,"90,901.02","18,180.20","111,290.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,110.05,128.00,110.05,128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00","17,943.00","17,943.00",0.00,0.00,0.00,0.00,0.00,SD03,PTF+YEKDEM,08-12-2025,08-12-2025
202512,Sanayi Tarifesi,40ZTEST000000036,Çift Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"578,656.08",0.00,0.00,"578,656.08","1,883,011.69","469,055.73",0.00,0.00,0.00,"32,325.65",0.00,0.00,0.00,"18,830.12",0.00,0.00,0.00,,"2,403,223.19","480,644.64","2,835,650.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,"14,221.67","14,501.22","6,569.35","6,705.64","3,209.87","3,274.81","4,442.46","4,520.77",750.89,762.93,97.16,97.18,"2,070.00","578,656.08","282,126.51","134,425.80","162,103.77","24,924.87",51.75,991.53,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,10-12-2025,10-12-2025
202512,Sanayi Tarifesi,40ZTEST000000037,Tek Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"60,292.20",0.00,0.00,"60,292.20","192,627.61","53,983.95",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,926.28",0.00,0.00,0.00,,"248,537.84","49,707.57","172,590.00",31-10-2025 00:00:00,30-11-2025 00:00:00,,542.60,560.08,410.48,421.03,58.85,61.55,73.27,77.51,120.61,124.00,1.12,1.15,"3,450.00","60,292.20","36,376.80","9,308.10","14,607.30","11,688.60",103.50,662.40,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,10-12-2025,10-12-2025
202512,Sanayi Tarifesi (Ek),40ZTEST000000036,Çift Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"-152,656.90",0.00,"-152,656.90","-152,656.90","-438,675.52","-123,742.92",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-4,386.76",0.00,0.00,0.00,,"-566,805.20","-113,361.04","2,835,650.00",,,,,,,,,,,,,,,,"2,070.00","-152,656.90",0.00,0.00,0.00,0.00,0.00,0.00,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,10-12-2025,10-12-2025
202512,Sanayi Tarifesi (Ek),40ZTEST000000037,Tek Terimli,OG,Tek Zamanlı,10-12-25,Hayır,,"-36,811.33",0.00,"-36,811.33","-36,811.33","-109,658.22","-32,959.83",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,096.58",0.00,0.00,0.00,,"-143,714.63","-28,742.93","172,590.00",,,,,,,,,,,,,,,,"3,450.00","-36,811.33",0.00,0.00,0.00,0.00,0.00,0.00,BC36,PTF+YEKDEM+LISANSIZ URETICI URETIM VE TUKETIM FARKLI BOLGE,10-12-2025,10-12-2025
